id,text,label_text
2970,Why is there an uknown charge showing on my account?,card_payment_not_recognised
2971,"Better than a New York every week.  I couldn't resist, no put down intended.  :)",not toxic
2972,Maybe you are not familiar with some of the trade programs offered at the community college.  Many building trade programs are offered at community colleges.  To be a baristas requires some customer service/hospitality training too.,not toxic
2973,I'm panicking!  I lost my card!  Help!,lost_or_stolen_card
2974,is it storming right now,weather_query
2975,i don't like this song,music_dislikeness
2976,"Both did not denounce Trump until after many letters and opinion stories from liberals demanded  they do so.  Trumps words from years ago didn't stop voters who saw him as the much better choice than Clinton who was beyond any doubt to most dishonest and untrustworthy major party person to ever run for president .  If they continue to disrespect him as Alaska liberals want them to do , it will hurt our state.   It's time for liberals to face the fact that they ran a poor quality candidate and lost. Just as Alaska liberals do every two years against Don Young and can't figure out for the life of them why they lose. At least Trump wants to bring American's together , unlike Obama who worked to divide us based on color and how much we earn. Under Trump the sky is the limit and American's will come first .",not toxic
2977,play firefly by mura masa,play_music
2978,current date please,datetime_query
2979,Are top-ups unlimited?,top_up_limits
2980,what time does the match start,datetime
2981,"Terrorist ban, terrorist ban, terrorist ban.",not toxic
2982,what artist sings this song,music_query
2983,"""Almost all of their traditional lands are already heavily logged, but they have managed over 15 years to reach a series of agreements with the government to set aside nearly two-thirds of the 13,000-square-kilometre Broadback Forest.""

For scale, this is a little larger than the GTA, and 0.5% of Quebec's surface area.",not toxic
2984,how's weather today,weather_query
2985,reset the alarm,alarm_remove
2986,time constrain,iot
2987,what is this extra charge with my purchase?,card_payment_fee_charged
2988,today's news,news
2989,how many degrees is it in houston right now,weather
2990,"actually, when you run for office, are a member of a political party, engage in fundraising for that, and/or base your image and your existence off your political pronouncements, you are in fact a politician.  Just parading around saying you're not a politician amounts to absolutely nothing---And believing it amounts to far less",not toxic
2991,what day is the fifteenth,datetime
2992,what is the weather for the next seven days,weather
2993,say some jokes,general
2994,Dude I put money in the ATM last week but it ain't there! I need the money now figure this out!,balance_not_updated_after_cheque_or_cash_deposit
2995,most current local news,news
2996,lower the light level in my house,iot_hue_lightdim
2997,Why has my money disappeared? I topped up earlier and seen it was there and had went through. What seems to be the problem?,top_up_reverted
2998,what's going on outside,weather
2999,what will be tomorrow's weather in this location,weather
3000,how many hours ahead is n. y. c.,datetime_query
3001,This isn't evolution. Evolution is what happens naturally. This has the potential for disaster just as much as evolution does.,not toxic
3002,how cold is it outside,weather
3003,Where can I modify my information?,edit_personal_details
3004,prepare a coffee,iot
3005,"""...federal tax incentives..."" I stopped reading there.",not toxic
3006,Where do I order a virtual card?,getting_virtual_card
3007,i am really feeling depressed right now can you please play my most played songs to cheer me up,play_music
3008,can you change the lights to white,iot_hue_lightchange
3009,So where's her face picture on ADN ? Why hasn't it been publish if she's been charge with Mr. Ballot's murder ?,not toxic
3010,switch the lights off,iot
3011,What is the estimated date for delivery to US?,card_delivery_estimate
3012,tell me the time in g. m. t. plus five,datetime
3013,Best time of the year!  Counting down the days!,not toxic
3014,weather this weekend,weather_query
3015,will i need to wear a coat today,weather
3016,I didn't make this payment!,card_payment_not_recognised
3017,the song you are playing is amazing,music_likeness
3018,She misses so much🙄,not toxic
3019,what alarms do i have set for thursday,alarm
3020,show alarms,alarm_query
3021,Where do I pay with my debit or credit card?,card_acceptance
3022,Does this app have the same exchange rate as third parties?,exchange_rate
3023,"Who is more buffonish?
Trudeau takes shirtless selfies in public 
Does Trump?
Trudeau delights in colourful socks 
Does Trump?
Trudeau sticks out his tongue 
Does Trump?",toxic
3024,stop it,audio
3025,"""There have been suicides in the casino parking lot in Montreal.""

There was one - nearly 20 years ago.",not toxic
3026,is there any possibility of rain this week,weather_query
3027,what is the five day forecast,weather
3028,Can topping up be automatic?,automatic_top_up
3029,olly switch to red colored lights,iot
3030,is it hot outside right now i'm hawaii,weather_query
3031,what are the estimated temperatures this afternoon,weather
3032,make all the lights in the house orange,iot
3033,is the alarm to the backdoor set and ready to go,alarm_query
3034,This stupid system is not letting me prove my identity.,unable_to_verify_identity
3035,A sadly facile editorial.,not toxic
3036,can you speak a little louder,audio_volume_up
3037,play song by frubs artist,play
3038,"They should also know not to roofy women. Oh wait, is Cosby not relevant here? Yeah, just as irrelevant as Bill. Anything else you want to bring up that's completely irrelevant to the President's behavior?",not toxic
3039,What was I charged a fee for card payment?,card_payment_fee_charged
3040,"I would suggest that you try to do the job, or at least inquire what it is that the police do before you pontificate.",not toxic
3041,olly i need to hear notorious thugs by bone thugs now,play_music
3042,Can I exchange from USD to GBP?,exchange_via_app
3043,does the restaurant have delivery,takeaway
3044,get me news,news
3045,how long will my order be,takeaway_query
3046,i want to hear study playlist,play
3047,How do I link the new card that I just got from you guys?,card_linking
3048,What is your age limit?,age_limit
3049,check the weather of city on list starts with a,weather_query
3050,i need a funny joke to tell sam,general_joke
3051,"I drive a Toyota built in Cambridge.  And in the WalMart (!) parking lot I saw a sticker on a US-built Ford pickup ""Out of work yet? Keep buying foreign.""  Hilarious!",not toxic
3052,lower the lights in the living room,iot
3053,please shut the lights,iot
3054,Why hasnt my top up gone through yet?? I thought it was suppose to be instant? Am I wrong? Why is it still pending?,pending_top_up
3055,i'm hungry show me some takeaway food,takeaway_order
3056,change up the light colors at home,iot
3057,"So here we have a FELON...who has a WEAPON, in violation of All State & Federal Laws..A 2X CONVICTED SEX OFFENDER...That Makes Him Eligible for -3- Strikes Law...When do we learn???",toxic
3058,play my workout playlist,play_music
3059,He's a politician who is being accused constantly of not winning the election fairly.  I think other people need to move on first.  He is responding to the non stop whining of the sore losers.  Not sure where exactly he is not doing his job.,not toxic
3060,what is the latest on c. n. n.,news_query
3061,can you please remove the alarm,alarm_remove
3062,i need a good joke,general
3063,The bear carcass reminded me of Cousin Billy after the Apaches got done with him.,not toxic
3064,make the wemo plug socket turned on,iot_wemo_on
3065,Which merchants accept my card?,card_acceptance
3066,can i get the food to go,takeaway_query
3067,"My favorite of this draft. Give me 4 TD's from this guy and that at the minimum should put us 10-6. A little more than that, & who knows! Go BRONCOS!!!!!!!!!!!!!!!!!!!!",not toxic
3068,check if i need umbrella now,weather_query
3069,what's the weather like right now,weather
3070,What kind of cards are supported?  What currency?,supported_cards_and_currencies
3071,"I'm sorry, your article misspelled 'Terrorist' - you mistakenly typed 'self-radicalized lone wolf'.  The OED defines terrorist as: 'A person who uses unlawful violence and intimidation, especially against civilians, in the pursuit of political aims:'.  There is no question in my mind that the terrorist who attacked the mosque was engaged in terrorism by that definition.",not toxic
3072,I cant prove who I am,unable_to_verify_identity
3073,"My PIN seems to be blocked, help me access it?",pin_blocked
3074,I attempted to enter my pin to many times.,pin_blocked
3075,read about the latest new about this world,news_query
3076,"Last I looked corporations are staffed with people, who each get paychecks, with all the same deductions as everyone else.  Last I looked stockholders who gain from the profit of well managed companies pay taxes on those gains as well.  Do the two-thirds who believe corporate taxes are too low factor these substantial tax revenues in at all, and that ""corporate"" taxes are the third tax hit on a company?  Poll results are only as reliable as the quality of the questions. It appears this question was intentionally worded to generate the desirable clickbait headlines.  And it worked!",not toxic
3077,make five coffee tell the coffee machine,iot_coffee
3078,You should gave mention to Bitcoin or Block-chain technology.  Now that would make a interesting read.,not toxic
3079,please delete my morning alarm,alarm
3080,olly i'd like a coffee please,iot
3081,speakers off,audio_volume_mute
3082,My card was stolen,lost_or_stolen_card
3083,"Yes I am and from everything I have read in scripture it is an accurate comparison.  Sorry you disagree...?  I don't think of your friend any differently than I would think of any other believer dealing with their own personal journey in following Christ.  You keep using that word but seem to still lack a grasp on it's meaning...

If my beliefs manifest into an intolerant attitude then that would be bigoted but again, I am having a hard time seeing that in my previous posts.  There may be some of that in my mind but it's surely not where my heart should be and of course is not the attitude the church should have towards those it disagrees with.  Thank you for the reminder to put my own beliefs below the respect of others. 

Do you ridicule your friend for his belief in ""sky gods"" and association with such a bigoted religion?  Or do you save that for people you don't know trying to give a respectful counterpoint that you disagree with on the internet?",not toxic
3084,My statement has a payment that I do not recall making,card_payment_not_recognised
3085,is it too warm to wear my wooly sweater today,weather
3086,"""Housing affordability measures will be in spring budget: Ontario Finance Minister""

----------

How can a government that is endlessly increasing taxes ever claim to be implementing ""affordability measures""?

I keep thinking I'm going to wake up from a bad dream, but no such luck.  I wake up, and the Liberals are still there,

In fact, it got even worse, with Zoolander as PM.",not toxic
3087,Why did my money disappear when I topped up??,top_up_reverted
3088,i will need my filter coffee in ten minutes please ask the coffee maker accordingly,iot_coffee
3089,what is the entrepreneur saying about homelessness in the seattle times article,news_query
3090,how are you,general_greet
3091,what is the date next saturday,datetime
3092,i just ordered food call and see it has been delivered,takeaway
3093,"I've had all my flowering plants in the ground for a month.  But I don't plant tender plants or vegetables.  I cannot understand, for the life of me, what the big deal is with raising a tomato in Colorado.  They invite people over to see it, like they just had a baby or something.",not toxic
3094,i need the time of day,datetime_query
3095,other songs by this artist,music
3096,"""Anti-nuclear friends of mine remind me that several simultaneous melt downs could release enough radiation to dramatically reduce human birth rates and populations.""

Problem solved.  Malthus wins after all!",not toxic
3097,play country playlist,play_music
3098,The left is full of hate and attack all who oppose them. If they had let freedom of speech reign from the white supremacists or whoever no one would have died.,not toxic
3099,"I wonder if Mbalula is the minister that 2 weeks ago Julius said was about to be arrested?
Maybe there is more to come.",not toxic
3100,play sanam,play
3101,Can I possibly change my currency to another?,exchange_via_app
3102,turn my plug on,iot
3103,name the singer,music_query
3104,"This is exactly what so many of us were afraid of when we said that Jeff Sessions was a danger to the American people and should never be allowed to hold the position of attorney general. 

And to his credit, so far, Sessions-ism is working. 

From their own mouths, agents at Immigration and Customs Enforcement (ICE) say that enforcement has gotten more aggressive in the Trump era, as well as standards and protocols being disregarded and more ethnocentrism showing up among agents. 

Sessions has also pushed forward with a revived War on Drugs which isn’t at all based in any reality other than he desperately wants to lock up as many poor people and people of color as possible. 

And more recently, he expanded the Justice Department’s ability to seize property from Americans suspected of participating in crimes, regardless of whether they have actually been convicted.",not toxic
3105,How long after a failed topup will funds refurn to account,pending_top_up
3106,"Which verse has the phrase ""shaking up?""",not toxic
3107,gather all my songs from madonna,play_music
3108,Will my card work at all merchant locations?,card_acceptance
3109,I bought something with my card and I was charged a fee,card_payment_fee_charged
3110,"""Mr. Comey wanted more personnel and resources to devote to his examination of the Russia ties, and the White House obviously wanted fewer of each. ""

That appears to be the heart of this matter. 
Whatever we might think of Comey, we should assume that FBI investigators are a competent and reasonably principled bunch. If they smell a rat, they will pursue it. If they discover that there are more rats than they thought, they will ask for more resources.

If Mr. McCabe is a principled guy the FBI investigation should proceed nicely. If he isn't and tries to suppress it we may see leaks and other action from front-line investigators who refuse to bury what they've discovered.",not toxic
3111,please provide current time in india,datetime_query
3112,"Let's just ignore the fact that there is zero enumerated Constitutional power for the Feds to regulate local air quality standards. No rationally defensible actual tie even to ""Interstate Commerce,"" nor does the smoke even approach a state or international border. 

The use of extortion vis a vis highway funds, which have no rational intersect with wood-burning, is just the authoritarian icing on the over-reach cake.

If -residents- don't like the smoke, change local or state law, come up with a technologically and economically sound fix, move, or endure. 

That the Feds have the -power- to act unConstitionally doesn't justify them doing so. Using unCon power for the stuff you like lets the other guy use it for stuff you don't. And then it's too late. Better to put Constitutionality and Rule of Law ahead of personal whim and convenience.",not toxic
3113,Can I have money transferred into my account at different intervals along my trip?,automatic_top_up
3114,withdrawal pending meaning?,pending_cash_withdrawal
3115,checkout top restaurant near me and order shahi panner,takeaway_order
3116,Gardener is ONLY for Gardener.,not toxic
3117,"cont'd
More to your false assertion that ""any one who wants to work is working.""  

Marilyn Geewax is the national economics correspondent for the NPR.  She says: ""Yes, we can say now that for younger, tech-savvy, well-educated people, jobs abound. The recession truly is over. And 2016 should be a great year for job hunting. But for people in their 50s with rusty skills or teenagers with relatively little education, the phrase ""full employment"" is a painful taunt.""  Add what she says to what Borjas says, above, and the conclusion is that open borders or massive immigration can't work, and isn't working, in our welfare economy.  I'd say this more than meets my burden.  Where's your refutation, other than a cheap shot that I'm ""new to debate.""  LOL.",not toxic
3118,try to play old nineties classic music,play
3119,Is there a problem with the top up system? My transaction hasn't gone through properly,pending_top_up
3120,"""provide for the common defense"", ""declare war"", and other statements are pretty clear.  Inferring is a dangerous game.  As for the right to privacy, that matter is one that most constitutional scholars, even if they agree with abortion, said was poorly decided.   

Did we defeat our enemies with drones? No, they're still out there. Explain why we helped topple the government of Libya. What purpose did that serve? Osama bin Laden ordered & financed an attack on our country. Why would you compare that with toppling the government of Libya?  

I've never ""ranted"" about the NY Times. I find it fascinating so many people are outraged at the ""war mongering"" yet even the NYT, which did everything to get Hillary elected besides actually fill in ballots, describes her as a hawk & more militarily aggressive than the GOP frontrunners, Trump & Cruz.  

Not sure what you are ""outing"" me as.  I asked how a budget is a ""sadistic war-maker"" and I get no answer, just an attempted insult.",not toxic
3121,I need assistance with understanding which fiat currencies that you support.,fiat_currency_support
3122,what time is it right now in australia,datetime_query
3123,Why is my deposit still pending?,balance_not_updated_after_cheque_or_cash_deposit
3124,should i be concerned about the robot vacuum cleaner upon startup,general
3125,There is a payment in the app I did not make,card_payment_not_recognised
3126,olly you need to find an alternate route to my destination,transport
3127,start vacuum,iot
3128,The atm didn't give me all my cash,wrong_amount_of_cash_received
3129,Fake News - Vets have come out w/they do not approve.,not toxic
3130,play songs from titanic,play
3131,please turn off the smart socket,iot_wemo_off
3132,play it louder,audio_volume_up
3133,"Not surprising that you would feel SFI was ""on the right track"" here...
LOL",not toxic
3134,make the smart socket turn off,iot
3135,what is the name of this song playing right now,music
3136,please put radio in shuffle,music
3137,wake me up at six thirty,alarm_set
3138,start playing bag of hammers,play_music
3139,Do you mean 1980s style Calvin Klein and Jordache jeans?,not toxic
3140,olly play be warned by tech nine,play
3141,change the color of the lights in my bedroom to red,iot_hue_lightchange
3142,I'm still waiting on my new card to be delivered!,card_arrival
3143,olly i need coffee,iot_coffee
3144,"I cannot put my finger on it exactly but I get this feeling that Trump's attack on the media is just a big ""us versus them"" distraction.  I just don't see how it has any direct affect on policy, domestic or international.  Like a bit of showman's misdirection.",not toxic
3145,i need coffee please preferably hot,iot_coffee
3146,"Everyone wants to get a good private or government sector job, according to his/her desires. With a little effort, you can find out best job as you wish. 
Just visit  at …………http://www.9easy-jobs.com",not toxic
3147,What's the card you sent me's tracking number?,card_arrival
3148,"Holy Cow! Talk about running scared. The very Republicans who caused this fiscal nightmare now want to give us back our dividend but have absolutely no idea how to balance the state budget without it. How about starting with the repeal of those generous tax credits, huh guys? Most of us know we have lost our PFD and we are not happy about it and will vote any and all Republicans out of office. My contempt for this obvious pandering for votes is overwhelming!",not toxic
3149,Problem verifying my account,unable_to_verify_identity
3150,What number of times can I top-up?,top_up_limits
3151,off lights,iot_hue_lightoff
3152,"Why could he not just say, ""I have no comment.  I'm so busy making America great again that this is just not something I am going to discuss nor do I care about""?",not toxic
3153,change the color of the lights in my bedroom to red,iot
3154,i like justin beibers music please play it,music
3155,"did you even read your own link?

""This makes sense, given Trump’s direct appeal to struggling blue-collar workers. Although Clinton won the popular vote by more than 2 million, Trump swung key Rust Belt states like Pennsylvania, Michigan, and Wisconsin, carrying the Electoral College.""

the policies of the left has decimated the manufacturing base we one had and now you are crowing about doing that?",not toxic
3156,Will my money be of equal value when I travel abroad?,exchange_rate
3157,increase brightness by twenty percent,iot_hue_lightup
3158,I think it's time for a good old fashioned hanging in downtown Palmer.,not toxic
3159,The atm didn'y give me all the cash,wrong_amount_of_cash_received
3160,You are comparing walking out on Pence to walking out on Jesus? Really?! More like *because* they are followers of Jesus they have the integrity to walk out on Pence.,not toxic
3161,make sure my shuffles are always repeat and always shuffled,music
3162,"The column reminds me of a co-worker, his eyes damaged in the workplace in Toronto when corrosive liquid hit them.

And a man I met in Toronto, his hand crushed and bleeding and fingers dangling from tendons, from an industrial machinery accident half an hour earlier.

And when I was a student, a high school teacher who held up his bleeding, mis-shapen fingers that had just been pressed in a piece of woodworking equipment.

And police hovering around the construction man who fell off the roof, to his death, from an apartment just over from my sister's apartment.

And the body I saw of the dead highway worker, his body smashed by a delivery truck.

Off the top of my head I can think of dozens of incidents like that from my life, of men maimed and killed in industrial workplaces, where men are the victims 90 percent of the time.

And yet, in this newspaper, opinion columns about men like those are less than five percent the frequency of Weinstein-harassment-type columns.

Fascinating...",not toxic
3163,My guy charges $150-$180/Oz and he delivers. Fat chance the government can compete with that.,not toxic
3164,please turn off my alarm for this evening,alarm
3165,make the light more visible,iot
3166,play you are my sunshine,play
3167,turn up the lights in the living room,iot
3168,remind me at five p. m.,alarm
3169,"Doing a quick perusal of WW's website, I don't see a single author of color working for the paper. Given that, what conclusions should be draw about the quality of the work?",not toxic
3170,can you turn the lights up,iot_hue_lightup
3171,please check my playlists for jazz music,music_settings
3172,what's the weather like right now,weather_query
3173,That is SUCCESS to Cladwall.  That is $400K more to pay off a contractor to the build the useless bulbouts that no one wanted except the homless and now another $400K to remove them!  Cladwall for Gov!,toxic
3174,what are the top twenty jazz hits,play_music
3175,how are things in the world,news_query
3176,change this time zone to washington,datetime_convert
3177,the wemo plug should be turned off on,iot_wemo_off
3178,I got $20 when I should've gotten $100,wrong_amount_of_cash_received
3179,"I guess Mary travels exclusively by car. If she got out a bit, she would know that most of our bike paths and parks have been taken over by highly aggressive drunk and drug-addicted bums. It's like running the gauntlet out there, and one can't simply retreat to a steel cage when confronted. I have had several friends, almost all of them females, attacked by these scourges. When they take over an area, they are there in large numbers. I suspect that if one chooses to use pepper spray one had better have enough for twenty or so and be a very fast rider to get clear of the area.

If only we had functioning law enforcement and judicial systems in place. It would be even better if we had available substance abuse treatment. (Will Eugene ever realize that it needs to purchase the Sheriff's Forest Work Camp and turn it into a treatment facility?) For those who refuse to get clean, we should chain them to a cable along a roadway with a bucket and a tent with daily meal/water drops.",not toxic
3180,does pf changs do take-out,takeaway
3181,should i bring extra water with me today,weather
3182,Can it automatically top up my account?,automatic_top_up
3183,shuffle music,music
3184,Gay marriage is not legal in Israel. Nice try.,toxic
3185,is it snowing now,weather
3186,start my robot vacuum cleaner by ten to eleven am daily,iot
3187,open my morning briefing email from the new york times,news
3188,"I have several outdoorsman buddies who have sent their nice girls to UC Berkeley. 
Those girls have returned on holidays quite a bit bigger, hairy-legged, and awfully angry at papa.
Anger on the left, anger on the right, anger everywhere.
You want to tell people ""buck up, you look well-fed"" but it's passing time for reason.
Sometimes I think President Obama was right: ""change is going to come""
What I think he was either ignorant or deceitful about is that it will only come out of the barrel of a gun.",toxic
3189,"Ah, but under our current Trudeau government, that would be nicht erlaubt.",not toxic
3190,play a selection of classical music,play
3191,tell me the news,news
3192,"In BC on a family income of $42,000 - either one person making that, or a combined income to total $42k - the yearly premiums are $1800.

The Province should have more fairly addressed this, via income tax, and applied it to everyone (Politicians and public servants here get their premiums paid for).

Instead the BC Liberals applied squeeze-em-til-they-squeak, and raised premiums 40% in a couple of years.  And the public quite rightly squeaked.",not toxic
3193,who sings this,music_query
3194,what's the news from c. n. n.,news_query
3195,As long as they file a suit against the occupy protesters first.,not toxic
3196,tell me all the takeaways nearby and i want to order food,takeaway_query
3197,between one thousand nine hundred and ninety and two thousand music album is only to be played,play
3198,All I can say is it's about time.,not toxic
3199,reduce the lights,iot
3200,Is it possible to order a virtual card?,getting_virtual_card
3201,The contactless payments are not working.,contactless_not_working
3202,"I had an widowed in-law who took out a reverse mortgage on her Toronto property 20 years ago as her son reneged on the mortgage payments.  He convinced her he needed money to finance a building project he was involved in and it went bankrupt.  Rather than face foreclosure, she opted for a reverse mortgage so she could keep her home.  When she died, the mortgage had escalated to such a degree that it exceeded the value of her home.  Even still, the bank made very good money by charging 12% compounded interest on the reverse mortgage over twenty years.  Don't ever do it , I say !",not toxic
3203,Recipient has not received the money,transfer_not_received_by_recipient
3204,get the roomba to start cleaning,iot
3205,I wasn't able to use my card today when I went out for lunch. Wondering why that is?,card_not_working
3206,what is the time in clock,datetime_query
3207,"I shouldn't have been charged but I see a fee, why?",card_payment_fee_charged
3208,tell joke,general_joke
3209,repeat the next song,play
3210,olly what is this week's weather forecast,weather_query
3211,olly switch to red colored lights,iot_hue_lightchange
3212,".
It is just plain decent to walk around with an open face. Nothing less, nothing more.
.",not toxic
3213,lighten the light,iot
3214,let's listen to a playlist,play_music
3215,light settings,iot
3216,how are you,general
3217,give me options for indian carry-out under dollars,takeaway_order
3218,play new rihanna song,play
3219,please keep me up to date on technology please,news
3220,"Hmmm..... well,  I at least got his/her humour which obviously flew right over your head

Thanks for the official medical update,  Sheldor

Make sure you wear your bus pants, homo novus",not toxic
3221,play one love,play
3222,"I don't understand. Our Courageous Bishops were quite clear that Mr. Trump was their choice, and thus God's choice, for President, and he said all along this was something he was going to do. Why should they be upset that he is actually doing what he said he would do?",not toxic
3223,do you have any updates on blank,news
3224,can you turn my bedroom lights off,iot_hue_lightoff
3225,"Ooh, personal attack. Good call. 

If you only count those shootings with AR-15s, then yes, you have only AR-15s to count. However, if you look at the actual data collected by Mother Jones and provided in the link I gave you, the data shows that handguns indeed are used more often than any other class of firearms in mass shootings. It's not even arguable. 

Toxic masculinity, anger, mental illness are but some of the causes of mass shootings. Unless you are able to block all men from acquiring firearms of any sorts then these events will continue. It's how we manage prevention, shooter isolation and intervention that will reduce the frequency of them.",not toxic
3226,"Would that be true for students attending a madrassa or a school run by Satanists?  Out of curiosity, in which state do you live?",not toxic
3227,"But Trudeau hasn't done it.  He kept it at 65.  Nothing has changed, this is just 1 recommendation of many, for which the govt has no obligation to accept.",not toxic
3228,There is an odd payment in my statement,card_payment_not_recognised
3229,Thank you captain obvious,not toxic
3230,"Canada has one of the better human rights records in the world; we should make it a national goal to be the undisputed best, a title which I think currently belongs to Iceland.",not toxic
3231,this song is my favorite,music_likeness
3232,how is weather on such and such day,weather_query
3233,Is my account accessible even though my verification of my identity has not passed yet?,why_verify_identity
3234,Which flat currencies are supported for holding and exchange?,fiat_currency_support
3235,"Dear Mr. McLeod - the game was played in Baltimore!
Early season jitters cost the BJs this game - Donaldson misses a grounder to third; Pillar and Carrera watch a ball drop between them for a double.   Embarrassing. 
All the big bats look very shaky.",not toxic
3236,play you are my sunshine,play_music
3237,which day of week is the twenty fourth,datetime
3238,shut the lights off in my bedroom please,iot
3239,whether it would be sunny in califonia,weather_query
3240,"Francis did not address the badly proof texted passages on divorce and Communion. I wish he hhad, but I suspect he thinks the Church is not ready for that yet. Of course, it could be that he mostly rejects the idea of the Magisterium, so he sees no need to counter old letters letters, leaving them in the past where they belong and immediately shfiting them from eternal dogma to historical ephemera, which is likely where most belong. Those would be my answer to both the surviving cardinals and this monsigor, but they could not handle the truth.",not toxic
3241,Why was there an extra charge because I used my card to pay?,card_payment_fee_charged
3242,what is the weather right now outside,weather
3243,How long does it take for me to get my new card?,card_arrival
3244,confirm to buy laptop,general_quirky
3245,"If there isn't a lot of money left, will it automatically top-up money?",automatic_top_up
3246,please advise what the current news is on fox news,news_query
3247,What are my options for holding money in multiple currencies?,fiat_currency_support
3248,what's the current temperature,weather_query
3249,"He needs to forget the PFD and start cutting jobs! Start at the top, and work down. What's he going to do, when they spend all the PFD?",not toxic
3250,How do you decide what your exchange rates are?,exchange_rate
3251,"Hillary whining about rigged election.................

 NEW YORK, Oct. 27, 2002 -- At a private fund-raiser in Los Angeles  for Democratic Sen. Jean Carnahan of Missouri, Sen. Hillary Rodham Clinton  told the crowd that President Bush merely had been ""selected"" president, not  elected, Newsweek reports.

...... ""Bush's machine has raised far more to  try to ruin the reputations of our candidates or, if they can't, to depress
 the turnout"" by making campaigns unpalatably nasty. ""But, you know, you have  got to hand it to them,"" Clinton said with what sounded like a rueful  appreciation. ""These people are ruthless and they are relentless.""

WAAAAAAAAAAAAAAA!",not toxic
3252,"Isn't Jessie Duarte the person who defended Jacob Zuma at every possible turn ? Wasn't she Zuma's attack dog for the longest time ?

Even now she pushes the position that Jacob is a good leader. She reminds me a lot of Lance Armstrong when he was aggressively denying his doping.

Now she has the temerity to step forward and tell us that we need another Zuma in control.

Should I laugh or should I cry?",not toxic
3253,what temperature is it,weather_query
3254,change the lighting to blue,iot
3255,olly climate details now,weather
3256,"I got some cash at an ATM earlier, but now app is showing that I withdrew more than I did.  Help!",wrong_amount_of_cash_received
3257,How is my ATM deposit not available yet?,pending_cash_withdrawal
3258,follow trump campaign news feed,news_query
3259,take it in hand,iot
3260,change the light in the bathroom to yellow,iot
3261,what are the headlines from the la times,news
3262,set alarm at two am,alarm
3263,"Zuma has been screwing the entire nation for so long, I would be delighted to have a  president (Cyril) who screws one person at a time.",not toxic
3264,"The Executive Branch of the Federal Government, controls what gets classified as confidential, secret, top secret, and higher.

The FBI has a lot of classified information.  All criminal investigations, are classified, until they enter a courtroom.

Anyone who has access to this information, requires a security clearance and a need to know.

I was not advocating for POTUS Trump's impeachment.

For the 30 years of my residency in NY, I have always known Donald Trump, as a TYPICAL NYC trash talking, highly successful businessman, millionaire-billionaire, who has a strong opinion of himself & others, as well as worldly affairs, and does not have a thought & verbal filter.",not toxic
3265,Why did the funds not transfer to another recipient?,transfer_not_received_by_recipient
3266,I noticed on my online statement that an ATM withdrawal I made early is still pending.  Is this accurate?,pending_cash_withdrawal
3267,is my work alarm set for tomorrow,alarm_query
3268,start coffee machine,iot
3269,is it windy today,weather_query
3270,"Pledge your heartfelt wishes to your dear Mother by sending various attractive Gifts, Flowers and many more on Mother’s Day which will entice your dear Mom.  Order Mother's Day Flowers Delivery in Malaysia through online and celebrates this Mother’s Day in style. http://www.flowerstomalaysia24x7.com/Mothers-Day-Malaysia.asp",not toxic
3271,dim the lights in the kitchen,iot
3272,period the light should be in dim,iot
3273,take off my alarms,alarm_remove
3274,The app reversed a top off I had.  What should I do?,top_up_reverted
3275,What currency can I use to pay for a top up?,supported_cards_and_currencies
3276,repeat the current song,music_settings
3277,What cards do you support,supported_cards_and_currencies
3278,"You have no authority over my spiritual choices and your opinion was neither asked for accepted.    Leave the judgement to God as most devout Christians would understand.      

You don't care an iota about my spiritual life or me. You just want to use your smarmy insulting comments to belittle others.  That's being a good Trumpet and following the scripture of the self absorbed.  Maybe your prayers will reward you with a gold plated condo too.

Unbelievable, I expose a deep emotional experience and you insult me.   What a low life.",toxic
3279,"The CIA never claimed that Saddam had WMDs...it was the Republicans.
The same Republican Party that you seem to trust.",not toxic
3280,I have a card that was deactivated can I reactivate it?,card_linking
3281,notify me with news updates on nigeria,news_query
3282,I am trying to find out how to exchange currency X with currency Y.,exchange_via_app
3283,decrease the volume,audio_volume_down
3284,i want to listen to george strait,play_music
3285,disable wemo socket,iot_wemo_off
3286,"I always forget how little Denver Post readers know about The President. 

He actually carries a gun himself, and has for a long time.",not toxic
3287,i need to mute the speaker,audio
3288,please let me know when there is an update to the plane crash story,news
3289,shuffle my workout playlist,play
3290,what is going for tomorrow,news_query
3291,turn on the socket,iot_wemo_on
3292,tell me about the presidential race,news_query
3293,purple haze,play
3294,Where did the money I deposit go??,balance_not_updated_after_cheque_or_cash_deposit
3295,I've lost my card. What can I do about that?,lost_or_stolen_card
3296,what is the current news today,news_query
3297,How long until the card arrives?,card_delivery_estimate
3298,Can you walk me through how I can edit some of my personal information?,edit_personal_details
3299,Are there any top-up limits that I must follow?,top_up_limits
3300,"It had nothing whatever to do with uniting anyone.  It had everything to do with distracting people from the fact that the father of Mr. Owens snubbed Trump at Dover Air Force Base.  Trump went there for a photo op and it didn't work out so well for him.

Trump is a psychotic.  His administration is a failed, hot mess.",not toxic
3301,"Wall Street Journal, today, page A7, has more details but the story is familiar: allegations that ""children were repeatedly ignored and punished after making accusations.""  Senior counsel to the inquiry, Gail Furness, also said: ""Secrecy prevailed, as did cover-ups ... Documents were not kept or they were destroyed.""  May the Lord help us!",not toxic
3302,Is there a charge for using transfers for top ups?,top_up_by_bank_transfer_charge
